patterns,tags
ခိုခိုနက်တိုင်ပြောလက်မှာ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ဟဲ့အဒါလကြီးပါ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ကပ်ကပ်ပဲသုံးမယ်ဟွန့်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ဒီထဲမှာသူသူရှိလားသူသူရေ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
လိုင်ကီး,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
တိုးတိတ်စွန့်အနေ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ငါကတော့၁၅၀၀ဖိုးပဲ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
အမလေးငါအူတက်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ပဲကျန်တာ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ဗက်ဟက်ဟက်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ဘာတွေလဲဟယ်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
စားတယ်နော်ချစ်ရေ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ချိချိချိမွချိမွ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ဘာပြမှာလဲ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
တာ့တာ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ဘူတာရုံလေးထဲစကားတွေမပြော,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ရွပြန်ပြီ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
အသဲလေးပေးပြီးခါယူပေးသွားအုံးနော်ချစ်တို့ရေ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ငယ်နော်ကိုမကြိုက်ဘူးလို့ပြောထားတယ်လေ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
တွေပေါတယ်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
မရှိဆို,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
သွားမယ်ချိဖ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
နှုတ်ဆက်လမ်းခွဲချိန်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
နိုးဝေးသက်ယူစီးမီခရိုင်း,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
သုံးဖူးတဲ့သူရှိလား,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ခ်ခ်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
အဆင်ပြေလားမေးချင်ပေမဲ့လဲ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ငါမမှတ်မိဘူး,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ဘယ်ဆာဗာတုန်း,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ပဲလိုတော့တယ်တက်လို့,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
အဒီမှာငါမုလေ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
အာဘွား,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
တွေအကုန်လုံးကိုပေးတယ်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
မပါတော့ဟိုကောင်ကလား,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ပေးရမလား,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
အကောက်ကြမ်းတယ်ဟ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ခင်ရင်တျဲလေးပေးခက်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
မောနင်း,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ပြောတုန်းရှိသေး,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
မာဂါပင်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ရက်ရောတယ်နော်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
တစ်ပွဲဘယ်လောက်လဲ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
နင်ကယင်ယင်အသုပ်လေ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ဟယ်ပျားရည်ကြီးလား,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ပြ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ဖို့,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
သူပြောတဲ့အတိုင်းပဲ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ငါပဲငါပဲငါပဲ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
မယ်သီတာခိုးတာဘယ်သူလဲ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
တစ်ကိုက်ပဲလေ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
စားကောင်းမဲ့ပုံပါ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ခရန်ချီကိုဝိုင်းစားရအောင်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
လေလွင့်နွားငယ်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
တူတူပါပဲ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
လာလာ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ဘယ်သူ့သတိရလို့ရမှန်းမသိ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
မိုးရွာရင်ဘဝကလေလွင့်နေတဲ့နွားကြီးလိုပဲ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
သူမင်းအတွက်မရှိသလိုပေါ့,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
အဒီလိုပဲဟာလဲနိုဘီတအတွက်တကယ်မရှိခဲ့ပါဘူး,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ဟုတ်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
အကိုကချောလားဟင်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
သူ့ကိုကြိုက်တယ်လို့ထင်တဲ့ရောဂါရနေတဲ့မယ်သီတာကစိတ်ကူးယဉ်ဖန်တီးထားခဲ့တာပါ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ရှင်တို့နော်မယုတ်မာနဲ့,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ဟယ်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ဒဿဟာတကယ်တော့မရှိခဲ့ပါဘူး,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ဟုတ်တယ်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
မှာပို့ထားတယ်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
လူစင်စင်နဲ့နွားဖြစ်နေတဲ့ကောင်တွေတောင်ရှိသေးတာပဲ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ရှယ်ပဲ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
မင်းတုန်းမင်းပါ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
စော်ရှိခြင်းသာအားကစားတစ်ခုဖြစ်ခဲ့မယ်ဆိုလျင်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
စားလို့ရလား,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
အရင်ကမင်းကိုလွမ်းတယ်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
စကိတ်ဆိုတာဘာကြီးလဲ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ဟယ်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
အတောင်ပါတာမကြိုက်ဘူးတဲ့,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
သူပျံမလာတော့ပါ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ဂွတ်ည,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ဘာတွေလဲဟယ်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
အက်စ်ထရစ်ဆိုတဲ့နာမည်နဲ့ကောင်မလေး,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ညည်းတို့ညဘက်ကြီးရွ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
သွားဆိုသွားရပ်ဆိုရပ်ရတဲ့ဘဝပါ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ညောင်းလို့,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
မီးမလာပါစေနဲ့တော်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ဟယ်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ဟစော်ပစ်ကောင်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ကမမီးလာတာနဲ့ဖြတ်ဖြတ်ကိုလူးလို့,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ချစ်တယ်ညီ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ငါမင်းမရှိလဲချစ်တတ်အောင်ကြိုစားရမယ်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
လမ်းချင်းလဲမတူဘူး,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
လူချင်းလဲမဆုံတော့ဘူး,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
တို့နှစ်ယောက်ဝေးကြပြီထင်ပါတယ်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
မင်းပြောဖူးတယ်ငါ့ကိုသိပ်ချစ်တယ်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ကောင်းဘွိုင်ပီကို,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ညီ့ကိုရောပဲ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
စားမယ်ဝါးမယ်အဲရိုးဘာဘယ်ဂန်း,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ငါအမှောင်ထဲမှာပျောက်ဆုံးနေခဲ့တယ်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ဂရုစိုက်ပါဗျာ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ညီကိုတွေဒီလိုနေ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ကျွန်ေတာ်တို့,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ဟိုလူကတော့နောက်ပြီ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
မရပါဘူးနော်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ညည်းအေမလာပဲနေရမှာကို,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
မပြောလိုက်ချင်ဘူးတကယ်ပဲ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ပွဲကြည့်ချင်လို့လွှင့်ပါ့လားနီကို,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
သူထားသွားပြီးကထဲကလူကသေလူပါပဲ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
မြှိက်ပေးတာပဲ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
ဟင့်အင်း,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
မင်းတုန်းမင်းပါဆစ်ရေ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
မိုးတွေရွာတိုင်းမင်းကိုလွမ်းတယ်,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
တီတီနီကိုး,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
အာဝု,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
နင့်မေ,ʀᴏʏᴀʟ ᴛʜᴇ ɢᴏᴅ
